#separator:tab
#html:true
#notetype column:1
#deck column:2
#tags column:7

Type	Deck	Text_zh-Cn	BackExtra_zh-Cn	Tags
Cloze	Inbox::CSSC::python	"Python中注释以 {{c1::#}} 字符开始。"	延续至物理行末尾	"#CSSC::#Topic::Python::ch03-intro::03_00"
Cloze	Inbox::CSSC::python	注释会一直延伸到 {{c1::物理行}} 的末尾。	解释器会忽略注释内容	"#CSSC::#Topic::Python::ch03-intro::03_00"
Cloze	Inbox::CSSC::python	"出现在字符串 {{c1::内部}} 的 # 字符不被视为注释。"	仅作为字符串的一部分	"#CSSC::#Topic::Python::ch03-intro::03_00"
Cloze	Inbox::CSSC::python	Python 解释器可以作为简单的 {{c1::计算器}} 使用。	输入表达式即可获得值	"#CSSC::#Topic::Python::ch03-intro::03_01_00"
Cloze	Inbox::CSSC::python	除法运算符 / 始终返回 {{c1::浮点数}} (float)。	即使是整除也是如此	"#CSSC::#Topic::Python::ch03-intro::03_01_01_Numbers"
Cloze	Inbox::CSSC::python	执行地板除（floor division）并获取整数结果需使用 {{c1:://}} 运算符。	丢弃小数部分	"#CSSC::#Topic::Python::ch03-intro::03_01_01_Numbers"
Cloze	Inbox::CSSC::python	计算除法的余数应使用 {{c1::%}} 运算符。	取模运算	"#CSSC::#Topic::Python::ch03-intro::03_01_01_Numbers"
Cloze	Inbox::CSSC::python	在Python中计算乘方可以使用 {{c1::**}} 运算符。	例如 5 ** 2 为 25	"#CSSC::#Topic::Python::ch03-intro::03_01_01_Numbers"
Cloze	Inbox::CSSC::python	使用 {{c1::=}} 号将值赋予变量。	赋值操作	"#CSSC::#Topic::Python::ch03-intro::03_01_01_Numbers"
Cloze	Inbox::CSSC::python	尝试使用未定义的变量会引发 {{c1::NameError}}。	变量必须先赋值才能使用	"#CSSC::#Topic::Python::ch03-intro::03_01_01_Numbers"
Cloze	Inbox::CSSC::python	在混合类型运算中，整数会被转换为 {{c1::浮点数}}。	算术运算的自动转换	"#CSSC::#Topic::Python::ch03-intro::03_01_01_Numbers"
Cloze	Inbox::CSSC::python	在交互模式下，最后打印的表达式值被赋值给变量 {{c1::_}}。	方便连续计算	"#CSSC::#Topic::Python::ch03-intro::03_01_01_Numbers"
Cloze	Inbox::CSSC::python	变量 `_` 在交互模式下应被用户视为 {{c1::只读}} 的。	不要显式给它赋值	"#CSSC::#Topic::Python::ch03-intro::03_01_01_Numbers"
Cloze	Inbox::CSSC::python	复数虚部的后缀是 {{c1::j}} 或 J。	例如 3+5j	"#CSSC::#Topic::Python::ch03-intro::03_01_01_Numbers"
Cloze	Inbox::CSSC::python	除 int 和 float 外，Python还支持 {{c1::Decimal}} 和 Fraction 等数字类型。	内置数字类型支持	"#CSSC::#Topic::Python::ch03-intro::03_01_01_Numbers"
Cloze	Inbox::CSSC::python	表达式 `5 ** 2` 的计算结果是 {{c1::25}}。	5 的平方	"#CSSC::#Topic::Python::ch03-intro::03_01_01_Numbers"
Cloze	Inbox::CSSC::python	表达式 `17 // 3` 的计算结果是 {{c1::5}}。	整除结果	"#CSSC::#Topic::Python::ch03-intro::03_01_01_Numbers"
Cloze	Inbox::CSSC::python	表达式 `17 % 3` 的计算结果是 {{c1::2}}。	除法余数	"#CSSC::#Topic::Python::ch03-intro::03_01_01_Numbers"
Cloze	Inbox::CSSC::python	表达式 `-3**2` 的结果是 {{c1::-9}}。	乘方优先级高于负号	"#CSSC::#Topic::Python::ch03-intro::03_01_01_Numbers"
Cloze	Inbox::CSSC::python	表达式 `(-3)**2` 的结果是 {{c1::9}}。	使用括号改变优先级	"#CSSC::#Topic::Python::ch03-intro::03_01_01_Numbers"
Cloze	Inbox::CSSC::python	文本在 Python 中由 {{c1::str}} 类型（字符串）表示。	文本处理类型	"#CSSC::#Topic::Python::ch03-intro::03_01_02_Strings"
Cloze	Inbox::CSSC::python	字符串可以用单引号或 {{c1::双引号}} 括起来。	两者效果相同	"#CSSC::#Topic::Python::ch03-intro::03_01_02_Strings"
Cloze	Inbox::CSSC::python	要在字符串中包含相同类型的引号，需使用 {{c1::\ (反斜杠)}} 转义。	避免语法错误	"#CSSC::#Topic::Python::ch03-intro::03_01_02_Strings"
Cloze	Inbox::CSSC::python	{{c1::print()}} 函数会省略封闭的引号并解释特殊字符，使输出更易读。	标准输出函数	"#CSSC::#Topic::Python::ch03-intro::03_01_02_Strings"
Cloze	Inbox::CSSC::python	在字符串开头添加字符 {{c1::r}} 可以创建原始字符串（raw strings）。	r 代表 raw	"#CSSC::#Topic::Python::ch03-intro::03_01_02_Strings"
Cloze	Inbox::CSSC::python	原始字符串中的反斜杠 {{c1::不会}} 被解释为特殊字符。	常用于路径名	"#CSSC::#Topic::Python::ch03-intro::03_01_02_Strings"
Cloze	Inbox::CSSC::python	"跨行字符串可以使用 {{c1::三引号}} (&#x27;&#x27;&#x27; 或 \\&quot;\&quot;)。&quot;"	保留换行符	"#CSSC::#Topic::Python::ch03-intro::03_01_02_Strings"
Cloze	Inbox::CSSC::python	在三引号字符串行尾添加 {{c1::\ (反斜杠)}} 可以防止自动包含换行符。	美化代码格式	"#CSSC::#Topic::Python::ch03-intro::03_01_02_Strings"
Cloze	Inbox::CSSC::python	字符串可以用 {{c1::+}} 运算符连接（拼接）。	拼接操作	"#CSSC::#Topic::Python::ch03-intro::03_01_02_Strings"
Cloze	Inbox::CSSC::python	字符串可以用 {{c1::*}} 运算符进行重复。	"例如 3 * &#x27;un&#x27;"	"#CSSC::#Topic::Python::ch03-intro::03_01_02_Strings"
Cloze	Inbox::CSSC::python	两个相邻的字符串 {{c1::字面量}} 会自动拼接。	仅限字面量	"#CSSC::#Topic::Python::ch03-intro::03_01_02_Strings"
Cloze	Inbox::CSSC::python	相邻自动拼接功能不适用于 {{c1::变量}} 或表达式。	必须使用 + 号	"#CSSC::#Topic::Python::ch03-intro::03_01_02_Strings"
Cloze	Inbox::CSSC::python	拼接变量与字面量必须使用 {{c1::+}} 运算符。	否则会报错	"#CSSC::#Topic::Python::ch03-intro::03_01_02_Strings"
Cloze	Inbox::CSSC::python	字符串中的第一个字符索引为 {{c1::0}}。	从零开始计数	"#CSSC::#Topic::Python::ch03-intro::03_01_02_Strings"
Cloze	Inbox::CSSC::python	负数索引用于从 {{c1::右侧}} 开始计数。	倒序索引	"#CSSC::#Topic::Python::ch03-intro::03_01_02_Strings"
Cloze	Inbox::CSSC::python	索引 {{c1::-1}} 代表字符串的最后一个字符。	最右侧字符	"#CSSC::#Topic::Python::ch03-intro::03_01_02_Strings"
Cloze	Inbox::CSSC::python	获取子串的操作在 Python 中被称为 {{c1::切片}} (slicing)。	提取序列片段	"#CSSC::#Topic::Python::ch03-intro::03_01_02_Strings"
Cloze	Inbox::CSSC::python	切片操作中，起始索引被包含，而结束索引被 {{c1::排除}}。	半开区间约定	"#CSSC::#Topic::Python::ch03-intro::03_01_02_Strings"
Cloze	Inbox::CSSC::python	切片 `word[:2]` 表示从开头到索引 {{c1::2}} (不含) 的字符。	默认起始为 0	"#CSSC::#Topic::Python::ch03-intro::03_01_02_Strings"
Cloze	Inbox::CSSC::python	切片 `word[4:]` 表示从索引 4 (含) 到 {{c1::末尾}} 的字符。	默认截止到末尾	"#CSSC::#Topic::Python::ch03-intro::03_01_02_Strings"
Cloze	Inbox::CSSC::python	表达式 `s[:i] + s[i:]` 总是等于 {{c1::s}}。	切片的基本性质	"#CSSC::#Topic::Python::ch03-intro::03_01_02_Strings"
Cloze	Inbox::CSSC::python	尝试访问字符串超出范围的索引会引发 {{c1::IndexError}}。	索引越界	"#CSSC::#Topic::Python::ch03-intro::03_01_02_Strings"
Cloze	Inbox::CSSC::python	切片操作中超出范围的索引会被 {{c1::优雅地}} 处理（不会报错）。	返回实际存在的片段	"#CSSC::#Topic::Python::ch03-intro::03_01_02_Strings"
Cloze	Inbox::CSSC::python	Python 字符串是 {{c1::不可变}} (immutable) 的，不能被修改。	对象的性质	"#CSSC::#Topic::Python::ch03-intro::03_01_02_Strings"
Cloze	Inbox::CSSC::python	直接给字符串的某个索引位置赋值会引发 {{c1::TypeError}}。	因为字符串不可变	"#CSSC::#Topic::Python::ch03-intro::03_01_02_Strings"
Cloze	Inbox::CSSC::python	内置函数 {{c1::len()}} 用于返回字符串的长度。	获取字符总数	"#CSSC::#Topic::Python::ch03-intro::03_01_02_Strings"
Cloze	Inbox::CSSC::python	字符 `\n` 在字符串中表示 {{c1::换行符}}。	特殊字符转义	"#CSSC::#Topic::Python::ch03-intro::03_01_02_Strings"
Cloze	Inbox::CSSC::python	切片 `word[1:3]` 的长度等于 {{c1::2}}。	计算方式为 3 - 1	"#CSSC::#Topic::Python::ch03-intro::03_01_02_Strings"
Cloze	Inbox::CSSC::python	列表（List）是一种用于组合其他值的 {{c1::复合}} 数据类型。	最通用的容器类型	"#CSSC::#Topic::Python::ch03-intro::03_01_03_Lists"
Cloze	Inbox::CSSC::python	列表项写在 {{c1::方括号}} ([]) 之间，并用逗号分隔。	语法格式	"#CSSC::#Topic::Python::ch03-intro::03_01_03_Lists"
Cloze	Inbox::CSSC::python	与字符串不同，列表是 {{c1::可变}} (mutable) 的。	可以修改其内容	"#CSSC::#Topic::Python::ch03-intro::03_01_03_Lists"
Cloze	Inbox::CSSC::python	可以通过 {{c1::索引}} 直接修改列表中的单个元素。	例如 squares = 10	"#CSSC::#Topic::Python::ch03-intro::03_01_03_Lists"
Cloze	Inbox::CSSC::python	使用 {{c1::append()}} 方法可以在列表末尾添加新项。	列表动态增长	"#CSSC::#Topic::Python::ch03-intro::03_01_03_Lists"
Cloze	Inbox::CSSC::python	Python 中的简单赋值语句 {{c1::不会}} 复制数据。	只是引用同一个对象	"#CSSC::#Topic::Python::ch03-intro::03_01_03_Lists"
Cloze	Inbox::CSSC::python	多个变量指向同一个列表时，更改其中一个会 {{c1::影响}} 其他变量。	共享同一块内存数据	"#CSSC::#Topic::Python::ch03-intro::03_01_03_Lists"
Cloze	Inbox::CSSC::python	切片操作 `list[:]` 会返回原列表的一个 {{c1::浅拷贝}} (shallow copy)。	创建了一个新列表对象	"#CSSC::#Topic::Python::ch03-intro::03_01_03_Lists"
Cloze	Inbox::CSSC::python	可以通过 {{c1::切片赋值}} 改变列表的大小或清空它。	批量修改或删除元素	"#CSSC::#Topic::Python::ch03-intro::03_01_03_Lists"
Cloze	Inbox::CSSC::python	{{c1::len()}} 函数同样适用于列表，返回其元素个数。	获取列表长度	"#CSSC::#Topic::Python::ch03-intro::03_01_03_Lists"
Cloze	Inbox::CSSC::python	列表可以包含 {{c1::不同}} 类型的数据项。	虽然通常建议类型一致	"#CSSC::#Topic::Python::ch03-intro::03_01_03_Lists"
Cloze	Inbox::CSSC::python	列表支持 {{c1::嵌套}}，即在列表中包含其他列表。	构建多维数组结构	"#CSSC::#Topic::Python::ch03-intro::03_01_03_Lists"
Cloze	Inbox::CSSC::python	"访问嵌套列表 `x = [[&#x27;a&#x27;],]` 中的 &#x27;a&#x27; 使用 {{c1::x}}。"	多维索引访问	"#CSSC::#Topic::Python::ch03-intro::03_01_03_Lists"
Cloze	Inbox::CSSC::python	列表和字符串都属于 {{c1::序列}} (sequence) 类型。	支持索引和切片	"#CSSC::#Topic::Python::ch03-intro::03_01_03_Lists"
Cloze	Inbox::CSSC::python	将切片赋值为空列表 `letters[2:5] = []` 的作用是 {{c1::删除}} 对应元素。	切片删除操作	"#CSSC::#Topic::Python::ch03-intro::03_01_03_Lists"
Cloze	Inbox::CSSC::python	Python 支持 {{c1::多重赋值}}，如 `a, b = 0, 1`。	同时为多个变量赋值	"#CSSC::#Topic::Python::ch03-intro::03_02_00"
Cloze	Inbox::CSSC::python	多重赋值中，右侧的所有表达式会在任何赋值发生之 {{c1::前}} 被求值。	计算先于赋值	"#CSSC::#Topic::Python::ch03-intro::03_02_00"
Cloze	Inbox::CSSC::python	{{c1::while}} 循环在条件为真时持续执行。	基础循环结构	"#CSSC::#Topic::Python::ch03-intro::03_02_00"
Cloze	Inbox::CSSC::python	在 Python 中，任何非零整数值都视为 {{c1::真}} (true)。	布尔逻辑判定	"#CSSC::#Topic::Python::ch03-intro::03_02_00"
Cloze	Inbox::CSSC::python	数值 {{c1::0}} 在布尔测试中被视为假 (false)。	数值假值	"#CSSC::#Topic::Python::ch03-intro::03_02_00"
Cloze	Inbox::CSSC::python	任何长度非零的序列在测试中都视为 {{c1::真}}。	序列真值	"#CSSC::#Topic::Python::ch03-intro::03_02_00"
Cloze	Inbox::CSSC::python	{{c1::空}} 序列在布尔测试中被视为假。	序列假值	"#CSSC::#Topic::Python::ch03-intro::03_02_00"
Cloze	Inbox::CSSC::python	标准比较运算符 `&lt;` 表示 {{c1::小于}}。	数值比较	"#CSSC::#Topic::Python::ch03-intro::03_02_00"
Cloze	Inbox::CSSC::python	运算符 `==` 用于测试两个值是否 {{c1::相等}}。	等值判定	"#CSSC::#Topic::Python::ch03-intro::03_02_00"
Cloze	Inbox::CSSC::python	运算符 `!=` 用于测试两个值是否 {{c1::不等于}}。	非等判定	"#CSSC::#Topic::Python::ch03-intro::03_02_00"
Cloze	Inbox::CSSC::python	Python 使用 {{c1::缩进}} 来组织语句块。	代码结构的核心	"#CSSC::#Topic::Python::ch03-intro::03_02_00"
Cloze	Inbox::CSSC::python	在交互模式下输入复合语句后，必须跟一个 {{c1::空行}} 来表示完成。	告知解释器代码结束	"#CSSC::#Topic::Python::ch03-intro::03_02_00"
Cloze	Inbox::CSSC::python	同一个代码块内的每一行必须缩进 {{c1::相同}} 的量。	保持一致性	"#CSSC::#Topic::Python::ch03-intro::03_02_00"
Cloze	Inbox::CSSC::python	`print()` 函数可以接受 {{c1::多个}} 参数，并在输出时用空格分隔。	方便输出组合信息	"#CSSC::#Topic::Python::ch03-intro::03_02_00"
Cloze	Inbox::CSSC::python	使用关键字参数 {{c1::end}} 可以防止 `print()` 自动换行。	"例如 print(a, end=&#x27;,&#x27;)"	"#CSSC::#Topic::Python::ch03-intro::03_02_00"
Cloze	Inbox::CSSC::python	在 `while a &lt; 10:` 示例中，冒号后的循环体必须有 {{c1::缩进}}。	控制流语法	"#CSSC::#Topic::Python::ch03-intro::03_02_00"
Cloze	Inbox::CSSC::python	`round(_, 2)` 函数的作用是将值四舍五入到 {{c1::2}} 位小数。	数值格式化	"#CSSC::#Topic::Python::ch03-intro::03_01_01_Numbers"
Cloze	Inbox::CSSC::python	字符串字面量放在括号内可以跨行自动拼接，这主要用于处理 {{c1::长}} 字符串。	多行字面量连接	"#CSSC::#Topic::Python::ch03-intro::03_01_02_Strings"
Cloze	Inbox::CSSC::python	索引从右向左计数时，-0 和 0 是 {{c1::相同}} 的。	所以负数索引从 -1 开始	"#CSSC::#Topic::Python::ch03-intro::03_01_02_Strings"
Cloze	Inbox::CSSC::python	"`word[4:42]` 如果 word 长度为 6，结果是 {{c1::&#x27;on&#x27;}}。"	切片容错机制	"#CSSC::#Topic::Python::ch03-intro::03_01_02_Strings"
Cloze	Inbox::CSSC::python	"`word[42:]` 如果 word 长度为 6，结果是 {{c1::&#x27;&#x27;}}（空字符串）。"	越界切片结果	"#CSSC::#Topic::Python::ch03-intro::03_01_02_Strings"
Cloze	Inbox::CSSC::python	字符串支持的大量基本转换和搜索功能统称为 {{c1::字符串方法}} (string methods)。	内置处理能力	"#CSSC::#Topic::Python::ch03-intro::03_01_02_Strings"
Cloze	Inbox::CSSC::python	{{c1::f-strings}} 是指包含嵌入式表达式的字符串字面量。	现代字符串格式化	"#CSSC::#Topic::Python::ch03-intro::03_01_02_Strings"
