#separator:tab
#html:true
#notetype column:1
#deck column:2
#tags column:7

Type	Deck	Text_zh-Cn	BackExtra_zh-Cn	Tags
Cloze	Inbox::CSSC::vim	将内容复制到系统剪贴板的命令是 {{c1::&quot;+y}} 或 &quot;*y。	剪贴板拷	"#CSSC::#Shortcuts::Python::ch01::05_11_CutPaste"
Cloze	Inbox::CSSC::vim	进入普通可视模式（字符选择）的快捷键是 {{c1::v}}。	可视模式	"#CSSC::#Shortcuts::Python::ch01::06_01_Visual"
Cloze	Inbox::CSSC::vim	进入可视行模式（整行选择）的快捷键是 {{c1::V}}。	可视行	"#CSSC::#Shortcuts::Python::ch01::06_02_Visual"
Cloze	Inbox::CSSC::vim	进入可视块模式（矩形选择）的快捷键是 {{c1::&lt;C-v&gt;}}。	可视块	"#CSSC::#Shortcuts::Python::ch01::06_03_Visual"
Cloze	Inbox::CSSC::vim	全选文档中所有文本的快捷键组合是 {{c1::ggVG}}。	全选	"#CSSC::#Shortcuts::Python::ch01::06_04_Visual"
Cloze	Inbox::CSSC::vim	在可视模式下，将选中文本向右缩进的快捷键是 {{c1::&gt;}}。	右缩进	"#CSSC::#Shortcuts::Python::ch01::06_05_Visual"
Cloze	Inbox::CSSC::vim	在可视模式下，将选中文本向左缩进的快捷键是 {{c1::&lt;}}。	左缩进	"#CSSC::#Shortcuts::Python::ch01::06_06_Visual"
Cloze	Inbox::CSSC::vim	重复执行上一个命令的快捷键是 {{c1::.}} (点号)。	重复命令	"#CSSC::#Shortcuts::Python::ch01::07_01_Repeating"
Cloze	Inbox::CSSC::vim	重复执行最近一次 f/t/F/T 跳转的快捷键是 {{c1::;}}。	重复跳转	"#CSSC::#Shortcuts::Python::ch01::07_02_Repeating"
Cloze	Inbox::CSSC::vim	反向重复执行最近一次 f/t/F/T 跳转的快捷键是 {{c1::,}}。	反向重复	Find Repeat Reversed
Cloze	Inbox::CSSC::vim	重复执行上一次 :s 替换命令的快捷键是 {{c1::&amp;}}。	重复替换	"#CSSC::#Shortcuts::Python::ch01::07_04_Repeating"
Cloze	Inbox::CSSC::vim	重复执行上一次命令行命令的快捷键是 {{c1::@:}}。	重复命令行	"#CSSC::#Shortcuts::Python::ch01::07_05_Repeating"
Cloze	Inbox::CSSC::vim	"开始向寄存器 &#x27;i&#x27; 录制宏的快捷键是 {{c1::qi}}。"	录制宏	"#CSSC::#Shortcuts::Python::ch01::07_06_Macros"
Cloze	Inbox::CSSC::vim	停止录制宏的快捷键是 {{c1::q}}。	停止录制	"#CSSC::#Shortcuts::Python::ch01::07_07_Macros"
Cloze	Inbox::CSSC::vim	"执行存储在寄存器 &#x27;i&#x27; 中的宏的快捷键是 {{c1::@i}}。"	运行宏	"#CSSC::#Shortcuts::Python::ch01::07_08_Macros"
Cloze	Inbox::CSSC::vim	重复执行上一次运行的宏，快捷键是 {{c1::@@}}。	重运行宏	"#CSSC::#Shortcuts::Python::ch01::07_09_Macros"
Cloze	Inbox::CSSC::vim	"执行宏 &#x27;i&#x27; 7 次的快捷键是 {{c1::7@i}}。"	多次宏	"#CSSC::#Shortcuts::Python::ch01::07_10_Macros"
Cloze	Inbox::CSSC::vim	Vim 操作符 d 代表 {{c1::删除 (Delete)}}。	删除操作符	"#CSSC::#Shortcuts::Python::ch01::08_01_Operators"
Cloze	Inbox::CSSC::vim	Vim 操作符 y 代表 {{c1::复制 (Yank)}}。	复制操作符	"#CSSC::#Shortcuts::Python::ch01::08_02_Operators"
Cloze	Inbox::CSSC::vim	Vim 操作符 c 代表 {{c1::修改 (Change)}}。	修改操作符	"#CSSC::#Shortcuts::Python::ch01::08_03_Operators"
Cloze	Inbox::CSSC::vim	Vim 操作符 = 代表 {{c1::格式化代码 (Format)}}。	格式化操作符	"#CSSC::#Shortcuts::Python::ch01::08_04_Operators"
Cloze	Inbox::CSSC::vim	Vim 操作符 g~ 代表 {{c1::反转大小写 (Toggle case)}}。	大小写操作符	"#CSSC::#Shortcuts::Python::ch01::08_05_Operators"
Cloze	Inbox::CSSC::vim	Vim 操作符 gU 代表 {{c1::转换为大写 (Uppercase)}}。	大写操作符	"#CSSC::#Shortcuts::Python::ch01::08_06_Operators"
Cloze	Inbox::CSSC::vim	Vim 操作符 gu 代表 {{c1::转换为小写 (Lowercase)}}。	小写操作符	"#CSSC::#Shortcuts::Python::ch01::08_07_Operators"
Cloze	Inbox::CSSC::vim	删除当前行到下一行起始位置的内容（通常删两行）用 {{c1::dj}}。	跨行删	"#CSSC::#Shortcuts::Python::ch01::08_08_Operators"
Cloze	Inbox::CSSC::vim	"删除到下一个 &#x27;a&#x27; 字符处的组合键是 {{c1::dfa}}。"	查找删	"#CSSC::#Shortcuts::Python::ch01::08_09_Operators"
Cloze	Inbox::CSSC::vim	"删除直到匹配到 &#x27;hello&#x27; 字符串的命令是 {{c1::d/hello}}。"	搜索删	"#CSSC::#Shortcuts::Python::ch01::08_10_Operators"
Cloze	Inbox::CSSC::vim	删除整个文档的组合键是 {{c1::ggdG}}。	删全篇	"#CSSC::#Shortcuts::Python::ch01::08_11_Operators"
Cloze	Inbox::CSSC::vim	格式化整个文档的组合键是 {{c1::gg=G}}。	排版全篇	"#CSSC::#Shortcuts::Python::ch01::08_12_Operators"
Cloze	Inbox::CSSC::vim	复制整个文档的组合键是 {{c1::ggyG}}。	拷全篇	"#CSSC::#Shortcuts::Python::ch01::08_13_Operators"
Cloze	Inbox::CSSC::vim	删除两行的计数命令是 {{c1::2dd}}。	计数删	"#CSSC::#Shortcuts::Python::ch01::09_01_Counts"
Cloze	Inbox::CSSC::vim	复制六行的计数命令是 {{c1::6yy}}。	计数拷	"#CSSC::#Shortcuts::Python::ch01::09_02_Counts"
Cloze	Inbox::CSSC::vim	删除后面三个单词的组合键是 {{c1::d3w}}。	计数删词	"#CSSC::#Shortcuts::Python::ch01::09_03_Counts"
Cloze	Inbox::CSSC::vim	向上缩进 4 行的组合键是 {{c1::&gt;4k}}。	计数缩进	"#CSSC::#Shortcuts::Python::ch01::09_04_Counts"
Cloze	Inbox::CSSC::vim	"在文本对象中，&#x27;inner&#x27;（内部）由字符 {{c1::i}} 表示。"	内部对象	"#CSSC::#Shortcuts::Python::ch01::10_01_TextObjects"
Cloze	Inbox::CSSC::vim	"在文本对象中，&#x27;around&#x27;（环绕）由字符 {{c1::a}} 表示。"	环绕对象	"#CSSC::#Shortcuts::Python::ch01::10_02_TextObjects"
Cloze	Inbox::CSSC::vim	文本对象 w 代表 {{c1::单词 (Word)}}。	单词对象	"#CSSC::#Shortcuts::Python::ch01::10_03_TextObjects"
Cloze	Inbox::CSSC::vim	文本对象 p 代表 {{c1::段落 (Paragraph)}}。	段落对象	"#CSSC::#Shortcuts::Python::ch01::10_04_TextObjects"
Cloze	Inbox::CSSC::vim	文本对象 s 代表 {{c1::句子 (Sentence)}}。	句子对象	"#CSSC::#Shortcuts::Python::ch01::10_05_TextObjects"
Cloze	Inbox::CSSC::vim	文本对象 t 代表 {{c1::HTML 标签 (HTML tag)}}。	标签对象	"#CSSC::#Shortcuts::Python::ch01::10_06_TextObjects"
Cloze	Inbox::CSSC::vim	删除当前单词内部内容的命令是 {{c1::diw}}。	删词内	"#CSSC::#Shortcuts::Python::ch01::10_07_TextObjects"
Cloze	Inbox::CSSC::vim	删除双引号内内容的命令是 {{c1::di&quot;}}。	删引号内	"#CSSC::#Shortcuts::Python::ch01::10_08_TextObjects"
Cloze	Inbox::CSSC::vim	删除双引号及其内容的命令是 {{c1::da&quot;}}。	删引号环绕	"#CSSC::#Shortcuts::Python::ch01::10_09_TextObjects"
Cloze	Inbox::CSSC::vim	选中双引号内内容的组合键是 {{c1::vi&quot;}}。	选引号内	"#CSSC::#Shortcuts::Python::ch01::10_10_TextObjects"
Cloze	Inbox::CSSC::vim	修改 HTML 标签内部内容的命令是 {{c1::cit}}。	改标签内	"#CSSC::#Shortcuts::Python::ch01::10_11_TextObjects"
Cloze	Inbox::CSSC::vim	复制整个段落（包括空行）的命令是 {{c1::yap}}。	拷段落	"#CSSC::#Shortcuts::Python::ch01::10_12_TextObjects"
Cloze	Inbox::CSSC::vim	在新缓冲区（Buffer）中编辑文件的命令是 {{c1:::e file}}。	开新文件	"#CSSC::#Shortcuts::Python::ch01::11_01_Buffers"
Cloze	Inbox::CSSC::vim	切换到下一个缓冲区的命令是 {{c1:::bn}}。	下个缓冲	"#CSSC::#Shortcuts::Python::ch01::11_02_Buffers"
Cloze	Inbox::CSSC::vim	切换到上一个缓冲区的命令是 {{c1:::bp}}。	上个缓冲	"#CSSC::#Shortcuts::Python::ch01::11_03_Buffers"
Cloze	Inbox::CSSC::vim	将文件从缓冲区列表中移除的命令是 {{c1:::bd}}。	删缓冲	"#CSSC::#Shortcuts::Python::ch01::11_04_Buffers"
Cloze	Inbox::CSSC::vim	列出所有打开的缓冲区的命令是 {{c1:::ls}}。	列缓冲	"#CSSC::#Shortcuts::Python::ch01::11_05_Buffers"
Cloze	Inbox::CSSC::vim	水平拆分窗口并编辑文件的命令是 {{c1:::sp file}}。	水平分屏	"#CSSC::#Shortcuts::Python::ch01::11_06_Buffers"
Cloze	Inbox::CSSC::vim	垂直拆分窗口并编辑文件的命令是 {{c1:::vs file}}。	垂直分屏	"#CSSC::#Shortcuts::Python::ch01::11_07_Buffers"
Cloze	Inbox::CSSC::vim	在所有缓冲区中开启 Tab 页编辑的命令是 {{c1:::tab ba}}。	全开标签	"#CSSC::#Shortcuts::Python::ch01::11_08_Buffers"
Cloze	Inbox::CSSC::vim	水平拆分当前窗口的快捷键是 {{c1::&lt;C-w&gt; s}}。	分屏	"#CSSC::#Shortcuts::Python::ch01::11_09_Windows"
Cloze	Inbox::CSSC::vim	垂直拆分当前窗口的快捷键是 {{c1::&lt;C-w&gt; v}}。	垂直分屏	"#CSSC::#Shortcuts::Python::ch01::11_10_Windows"
Cloze	Inbox::CSSC::vim	在不同窗口间切换的快捷键是 {{c1::&lt;C-w&gt; w}}。	切窗口	"#CSSC::#Shortcuts::Python::ch01::11_11_Windows"
Cloze	Inbox::CSSC::vim	关闭当前窗口的快捷键是 {{c1::&lt;C-w&gt; q}}。	关窗口	"#CSSC::#Shortcuts::Python::ch01::11_12_Windows"
Cloze	Inbox::CSSC::vim	交换当前窗口与下一个窗口的位置，快捷键是 {{c1::&lt;C-w&gt; x}}。	换窗口	"#CSSC::#Shortcuts::Python::ch01::11_13_Windows"
Cloze	Inbox::CSSC::vim	使所有窗口高度和宽度相等的快捷键是 {{c1::&lt;C-w&gt; =}}。	等大窗口	"#CSSC::#Shortcuts::Python::ch01::11_14_Windows"
Cloze	Inbox::CSSC::vim	移动到左边窗口的快捷键是 {{c1::&lt;C-w&gt; h}}。	左移窗口	"#CSSC::#Shortcuts::Python::ch01::11_15_Windows"
Cloze	Inbox::CSSC::vim	移动到右边窗口的快捷键是 {{c1::&lt;C-w&gt; l}}。	右移窗口	"#CSSC::#Shortcuts::Python::ch01::11_16_Windows"
Cloze	Inbox::CSSC::vim	在新标签页中编辑文件的命令是 {{c1:::tabe [file]}}。	新标签	"#CSSC::#Shortcuts::Python::ch01::11_17_Tabs"
Cloze	Inbox::CSSC::vim	关闭当前标签页的命令是 {{c1:::tabc}}。	关标签	"#CSSC::#Shortcuts::Python::ch01::11_18_Tabs"
Cloze	Inbox::CSSC::vim	跳转到下一个标签页的命令是 {{c1::gt}} 或 :tabn。	下个标签	"#CSSC::#Shortcuts::Python::ch01::11_19_Tabs"
Cloze	Inbox::CSSC::vim	跳转到上一个标签页的命令是 {{c1::gT}} 或 :tabp。	上个标签	"#CSSC::#Shortcuts::Python::ch01::11_20_Tabs"
Cloze	Inbox::CSSC::vim	"向前搜索字符串 &#x27;foo&#x27; 的命令是 {{c1::/foo}}。"	搜索	"#CSSC::#Shortcuts::Python::ch01::12_01_Search"
Cloze	Inbox::CSSC::vim	"不区分大小写向前搜索 &#x27;foo&#x27; 的命令是 {{c1::/foo\c}}。"	搜忽略大小写	"#CSSC::#Shortcuts::Python::ch01::12_02_Search"
Cloze	Inbox::CSSC::vim	"向后搜索字符串 &#x27;foo&#x27; 的命令是 {{c1::?foo}}。"	向后搜	"#CSSC::#Shortcuts::Python::ch01::12_03_Search"
Cloze	Inbox::CSSC::vim	跳转到下一个搜索匹配项的快捷键是 {{c1::n}}。	下个匹配	"#CSSC::#Shortcuts::Python::ch01::12_04_Search"
Cloze	Inbox::CSSC::vim	跳转到上一个搜索匹配项的快捷键是 {{c1::N}}。	上个匹配	"#CSSC::#Shortcuts::Python::ch01::12_05_Search"
Cloze	Inbox::CSSC::vim	搜索光标下当前单词（向前搜）的快捷键是 {{c1::*}}。	搜当前词	"#CSSC::#Shortcuts::Python::ch01::12_06_Search"
Cloze	Inbox::CSSC::vim	"在当前行替换所有 &#x27;old&#x27; 为 &#x27;new&#x27; 的命令是 {{c1:::s/old/new/g}}。"	行全换	"#CSSC::#Shortcuts::Python::ch01::12_07_Replace"
Cloze	Inbox::CSSC::vim	"在全文中替换所有 &#x27;old&#x27; 为 &#x27;new&#x27; 的命令是 {{c1:::%s/old/new/g}}。"	全替换	"#CSSC::#Shortcuts::Python::ch01::12_08_Replace"
Cloze	Inbox::CSSC::vim	全文替换并要求确认的命令是 {{c1:::%s/old/new/gc}}。	替换确认	"#CSSC::#Shortcuts::Python::ch01::12_09_Replace"
Cloze	Inbox::CSSC::vim	"删除包含 &#x27;foo&#x27; 的所有行的全局命令是 {{c1:::g/foo/d}}。"	删匹配行	"#CSSC::#Shortcuts::Python::ch01::12_10_Global"
Cloze	Inbox::CSSC::vim	"删除不包含 &#x27;foo&#x27; 的所有行的全局命令是 {{c1:::v/foo/d}} 或 :g!/foo/d。"	删非匹配行	"#CSSC::#Shortcuts::Python::ch01::12_11_Global"
Cloze	Inbox::CSSC::vim	反转文件行序（翻转全文）的命令是 {{c1:::g/^/m0}}。	反转文件	"#CSSC::#Shortcuts::Python::ch01::12_12_Global"
Cloze	Inbox::CSSC::vim	在 Vimdiff 中获取另一侧差异的命令是 {{c1::do}} 或 :diffget。	获取差异	"#CSSC::#Shortcuts::Python::ch01::13_01_Diff"
Cloze	Inbox::CSSC::vim	在 Vimdiff 中将差异推送到另一侧的命令是 {{c1::dp}} 或 :diffput。	推送差异	"#CSSC::#Shortcuts::Python::ch01::13_02_Diff"
Cloze	Inbox::CSSC::vim	跳转到下一个差异点的快捷键是 {{c1::]c}}。	下个差异	"#CSSC::#Shortcuts::Python::ch01::13_03_Diff"
Cloze	Inbox::CSSC::vim	跳转到上一个差异点的快捷键是 {{c1::[c}}。	上个差异	"#CSSC::#Shortcuts::Python::ch01::13_04_Diff"
Cloze	Inbox::CSSC::vim	打开折叠的快捷键是 {{c1::zo}}。	开折叠	"#CSSC::#Shortcuts::Python::ch01::13_05_Folds"
Cloze	Inbox::CSSC::vim	关闭折叠的快捷键是 {{c1::zc}}。	关折叠	"#CSSC::#Shortcuts::Python::ch01::13_06_Folds"
Cloze	Inbox::CSSC::vim	关闭所有折叠的快捷键是 {{c1::zM}}。	关全折叠	"#CSSC::#Shortcuts::Python::ch01::13_07_Folds"
Cloze	Inbox::CSSC::vim	打开 Quickfix 窗口的命令是 {{c1:::copen}}。	开QF	"#CSSC::#Shortcuts::Python::ch01::14_01_Quickfix"
Cloze	Inbox::CSSC::vim	跳转到 Quickfix 列表中的下一个位置的命令是 {{c1:::cnext}}。	下个错误	"#CSSC::#Shortcuts::Python::ch01::14_02_Quickfix"
Cloze	Inbox::CSSC::vim	切换光标处字母大小写的快捷键是 {{c1::~}}。	切大小写	"#CSSC::#Shortcuts::Python::ch01::15_01_Misc"
Cloze	Inbox::CSSC::vim	将当前单词全部转为大写的命令组合是 {{c1::viwU}}。	词转大写	"#CSSC::#Shortcuts::Python::ch01::15_02_Misc"
Cloze	Inbox::CSSC::vim	跳转回上一个位置的快捷键是 {{c1::&lt;C-o&gt;}}。	回退跳转	"#CSSC::#Shortcuts::Python::ch01::15_03_Misc"
Cloze	Inbox::CSSC::vim	跳转到下一个（更新的）位置的快捷键是 {{c1::&lt;C-i&gt;}}。	前进跳转	"#CSSC::#Shortcuts::Python::ch01::15_04_Misc"
Cloze	Inbox::CSSC::vim	显示光标下字符的十六进制/ASCII值的快捷键是 {{c1::ga}}。	显字符值	"#CSSC::#Shortcuts::Python::ch01::15_05_Misc"
Cloze	Inbox::CSSC::vim	清除搜索高亮的命令是 {{c1:::noh}}。	消高亮	"#CSSC::#Shortcuts::Python::ch01::15_06_Misc"
Cloze	Inbox::CSSC::vim	对选中文本进行排序的命令是 {{c1:::sort}}。	排序	"#CSSC::#Shortcuts::Python::ch01::15_07_Misc"
Cloze	Inbox::CSSC::vim	使光标下数字增加的快捷键是 {{c1::&lt;C-a&gt;}}。	增数字	"#CSSC::#Shortcuts::Python::ch01::15_08_Misc"
Cloze	Inbox::CSSC::vim	使光标下数字减少的快捷键是 {{c1::&lt;C-x&gt;}}。	减数字	"#CSSC::#Shortcuts::Python::ch01::15_09_Misc"
Cloze	Inbox::CSSC::vim	"在当前位置设置标记 &#x27;a&#x27; 的组合键是 {{c1::ma}}。"	设标记	"#CSSC::#Shortcuts::Python::ch01::15_10_Misc"
Cloze	Inbox::CSSC::vim	"跳转到标记 &#x27;a&#x27; 的光标位置的组合键是 {{c1::`a}}。"	跳标记	"#CSSC::#Shortcuts::Python::ch01::15_11_Misc"
