#separator:tab
#html:false
#notetype column:1
#deck column:2
#tags column:7

Type	Deck	Text_zh-Cn	BackExtra_zh-Cn	Tags
Cloze	Inbox::CSSC::02dev::javascript	ECMA-262 标准也被 ISO 批准为 {{c1::ISO-16262}}。	ISO-16262	"#CSSC::#Topic::Javascript::01-guide::01-Introduction"
Cloze	Inbox::CSSC::02dev::javascript	{{c1::DOM}}（文档对象模型）由 W3C 或 WHATWG 标准化，而非 ECMAScript。	DOM	"#CSSC::#Topic::Javascript::01-guide::01-Introduction"
Cloze	Inbox::CSSC::02dev::javascript	{{c1::JavaScript 控制台}}是一个非常有用的工具，用于在当前页面输入并运行 JavaScript 代码。	Console	"#CSSC::#Topic::Javascript::01-guide::01-Introduction"
Cloze	Inbox::CSSC::02dev::javascript	在控制台中输入内容时，系统会返回{{c1::最后一个}}表达式的结果。	eval 行为	"#CSSC::#Topic::Javascript::01-guide::01-Introduction"
Cloze	Inbox::CSSC::02dev::javascript	要在控制台中输入多行内容，可以按住 {{c1::Shift}} 键并按 Enter 键。	Shift + Enter	"#CSSC::#Topic::Javascript::01-guide::01-Introduction"
Cloze	Inbox::CSSC::02dev::javascript	"在 JavaScript 代码开头使用 {{c1::""use strict"";}} 可以防止一些容易误导初学者的语义。"	严格模式	"#CSSC::#Topic::Javascript::01-guide::01-Introduction"
Cloze	Inbox::CSSC::02dev::javascript	使用 {{c1::IIFE}}（立即调用函数表达式）可以防止在控制台中执行的代码片段相互干扰。	IIFE 作用	"#CSSC::#Topic::Javascript::01-guide::01-Introduction"
Cloze	Inbox::CSSC::02dev::javascript	{{c1::服务器端}} JavaScript 扩展允许应用程序与数据库通信或在服务器上执行文件操作。	服务器端 (Server-side)	"#CSSC::#Topic::Javascript::01-guide::01-Introduction"
Cloze	Inbox::CSSC::02dev::javascript	JavaScript 并不要求静态类型或强{{c1::类型检查}}，这与 Java 不同。	类型检查 (Type checking)	"#CSSC::#Topic::Javascript::01-guide::01-Introduction"
Cloze	Inbox::CSSC::02dev::javascript	Java 的程序完全由{{c1::类}}及其方法组成。	类模型	"#CSSC::#Topic::Javascript::01-guide::01-Introduction"
Cloze	Inbox::CSSC::02dev::javascript	JavaScript 是一种非常自由的语言，你不需要显式声明所有的变量、类和{{c1::方法}}。	自由格式	"#CSSC::#Topic::Javascript::01-guide::01-Introduction"
Cloze	Inbox::CSSC::02dev::javascript	在 Java 中，变量的数据类型必须{{c1::声明}}（静态类型）。	静态类型	"#CSSC::#Topic::Javascript::01-guide::01-Introduction"
Cloze	Inbox::CSSC::02dev::javascript	在 JavaScript 中，属性和方法可以{{c1::动态地}}添加到任何对象中。	动态扩展	"#CSSC::#Topic::Javascript::01-guide::01-Introduction"
Cloze	Inbox::CSSC::02dev::javascript	ECMAScript 规范并不打算帮助{{c1::脚本程序员}}，它是为实现者准备的。	目标受众	"#CSSC::#Topic::Javascript::01-guide::01-Introduction"
Cloze	Inbox::CSSC::02dev::javascript	MDN 上的《{{c1::JavaScript 参考}}》提供了 JavaScript 的详细参考资料。	JS 参考	"#CSSC::#Topic::Javascript::01-guide::01-Introduction"
Cloze	Inbox::CSSC::02dev::javascript	在浏览器中，JavaScript 可以通过连接到环境对象来提供对它们的{{c1::编程控制}}。	控制能力	"#CSSC::#Topic::Javascript::01-guide::01-Introduction"
Cloze	Inbox::CSSC::02dev::javascript	JavaScript 包含的核心语言元素包括运算符、{{c1::控制结构}}和语句。	语言元素	"#CSSC::#Topic::Javascript::01-guide::01-Introduction"
Cloze	Inbox::CSSC::02dev::javascript	客户端 JavaScript 允许应用程序对{{c1::用户事件}}（如鼠标点击）做出反应。	用户事件	"#CSSC::#Topic::Javascript::01-guide::01-Introduction"
Cloze	Inbox::CSSC::02dev::javascript	Node.js 允许服务器响应来自浏览器执行代码的{{c1::自定义请求}}。	服务器响应	"#CSSC::#Topic::Javascript::01-guide::01-Introduction"
Cloze	Inbox::CSSC::02dev::javascript	JavaScript 函数可以作为对象的属性，作为{{c1::弱类型}}方法执行。	弱类型方法	"#CSSC::#Topic::Javascript::01-guide::01-Introduction"
Cloze	Inbox::CSSC::02dev::javascript	Java 的类型安全意味着你不能通过损坏 Java 字节码来访问{{c1::私有内存}}。	类型安全	"#CSSC::#Topic::Javascript::01-guide::01-Introduction"
Cloze	Inbox::CSSC::02dev::javascript	Java 的强类型要求通常会导致紧密耦合的{{c1::对象层级结构}}。	层级结构	"#CSSC::#Topic::Javascript::01-guide::01-Introduction"
Cloze	Inbox::CSSC::02dev::javascript	ECMAScript 规范在所有支持该标准的{{c1::应用程序}}中行为一致。	一致性	"#CSSC::#Topic::Javascript::01-guide::01-Introduction"
Cloze	Inbox::CSSC::02dev::javascript	JavaScript 支持 ECMAScript 规范中列出的{{c1::所有}}功能。	功能支持	"#CSSC::#Topic::Javascript::01-guide::01-Introduction"
Cloze	Inbox::CSSC::02dev::javascript	MDN 的《{{c1::JavaScript 指南}}》提供了 JavaScript 语言及其对象的概览。	JS 指南	"#CSSC::#Topic::Javascript::01-guide::01-Introduction"
Cloze	Inbox::CSSC::02dev::javascript	在控制台中，如果输入的字符串是{{c1::不完整的}}，按回车键会被视为换行。	换行触发	"#CSSC::#Topic::Javascript::01-guide::01-Introduction"
Cloze	Inbox::CSSC::02dev::javascript	Firefox 特有的{{c1::多行输入模式}}允许在迷你编辑器中输入多行代码。	Firefox 功能	"#CSSC::#Topic::Javascript::01-guide::01-Introduction"
Cloze	Inbox::CSSC::02dev::javascript	JavaScript 是一种{{c1::脚本}}语言。	语言分类	"#CSSC::#Topic::Javascript::01-guide::01-Introduction"
Cloze	Inbox::CSSC::02dev::javascript	要开始学习 JavaScript，你只需要一个现代的{{c1::Web 浏览器}}。	入门工具	"#CSSC::#Topic::Javascript::01-guide::01-Introduction"
Cloze	Inbox::CSSC::02dev::javascript	JavaScript 的标准库中包含处理数学计算的 {{c1::Math}} 对象。	Math 对象	"#CSSC::#Topic::Javascript::01-guide::01-Introduction"
Cloze	Inbox::CSSC::02dev::javascript	DOM 定义了 HTML 文档对象向你的{{c1::脚本}}公开的方式。	DOM 定义	"#CSSC::#Topic::Javascript::01-guide::01-Introduction"
Cloze	Inbox::CSSC::02dev::javascript	在 JavaScript 中，函数支持不需要任何特殊的{{c1::声明}}要求。	函数声明	"#CSSC::#Topic::Javascript::01-guide::01-Introduction"
Cloze	Inbox::CSSC::02dev::javascript	Java 的设计初衷之一是实现{{c1::快速执行}}。	Java 目标	"#CSSC::#Topic::Javascript::01-guide::01-Introduction"
Cloze	Inbox::CSSC::02dev::javascript	JavaScript 相比 Java 是一种非常{{c1::自由格式}} (free-form) 的语言。	语言风格	"#CSSC::#Topic::Javascript::01-guide::01-Introduction"
Cloze	Inbox::CSSC::02dev::javascript	JavaScript 的标准化是为了提供一个基于 JavaScript 的国际化编程语言。	标准化目的	"#CSSC::#Topic::Javascript::01-guide::01-Introduction"
Cloze	Inbox::CSSC::02dev::javascript	ECMA 以前是{{c1::欧洲计算机制造商协会}}的缩写。	ECMA 含义	"#CSSC::#Topic::Javascript::01-guide::01-Introduction"
Cloze	Inbox::CSSC::02dev::javascript	在控制台中，你可以想象每次输入的内容都被 {{c1::console.log}} 包裹在 eval 之外。	控制台逻辑	"#CSSC::#Topic::Javascript::01-guide::01-Introduction"
Cloze	Inbox::CSSC::02dev::javascript	JavaScript 对初学者友好是因为它的语法更简单，且对{{c1::对象创建}}的要求极低。	初学者友好	"#CSSC::#Topic::Javascript::01-guide::01-Introduction"
Cloze	Inbox::CSSC::02dev::javascript	在 Java 中，类和实例{{c1::不能}}动态添加属性或方法。	Java 限制	"#CSSC::#Topic::Javascript::01-guide::01-Introduction"
Cloze	Inbox::CSSC::02dev::javascript	JavaScript 的核心语言可以通过补充额外的对象来针对各种目的进行{{c1::扩展}}。	语言扩展	"#CSSC::#Topic::Javascript::01-guide::01-Introduction"
Cloze	Inbox::CSSC::02dev::javascript	Node.js 允许在多台计算机之间进行{{c1::实时协作}}。	Node.js 功能	"#CSSC::#Topic::Javascript::01-guide::01-Introduction"
Cloze	Inbox::CSSC::02dev::javascript	使用 IIFE 的目的是防止不同控制台执行的代码片段相互{{c1::干扰}}。	IIFE 干扰	"#CSSC::#Topic::Javascript::01-guide::01-Introduction"
Cloze	Inbox::CSSC::02dev::javascript	JavaScript 可以在主机环境中连接到对象，以提供对它们的{{c1::控制}}。	环境连接	"#CSSC::#Topic::Javascript::01-guide::01-Introduction"
Cloze	Inbox::CSSC::02dev::javascript	JavaScript 使用的术语和语法可能与 {{c1::ECMAScript}} 规范中的有所不同。	文档差异	"#CSSC::#Topic::Javascript::01-guide::01-Introduction"
Cloze	Inbox::CSSC::02dev::javascript	ECMAScript 规范描述了实现该语言的一系列{{c1::要求}}。	规范内容	"#CSSC::#Topic::Javascript::01-guide::01-Introduction"
Cloze	Inbox::CSSC::02dev::javascript	JavaScript 是{{c1::大小写敏感}}的，并且使用 Unicode 字符集。	大小写敏感 (Case-sensitive)	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	在 JavaScript 中，指令被称为{{c1::语句}}，通常用分号 (;) 分隔。	语句 (Statements)	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	如果语句各自独占一行，则分号是{{c1::非必须}}的。	可选分号	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	ECMAScript 具有自动插入分号的规则，简称为 {{c1::ASI}}。	ASI (Automatic Semicolon Insertion)	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	JavaScript 脚本的源文本从{{c1::左到右}}进行扫描。	扫描方向	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	单行注释使用 {{c1:://}} 语法。	单行注释	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	多行（块）注释使用 {{c1::/* */}} 语法。	多行注释	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	JavaScript {{c1::不能}}嵌套块注释。	注释嵌套限制	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	"{{c1::Hashbang}} 注释以 #! 开头，用于指定执行脚本的 JavaScript 引擎路径。"	Hashbang 注释	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	JavaScript 有三类变量声明：var、{{c1::let}} 和 const。	变量声明类型	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	{{c1::var}} 声明一个变量，并可选地将其初始化为一个值。	var 声明	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	{{c1::let}} 声明一个块作用域的局部变量。	let 声明	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	{{c1::const}} 声明一个块作用域的只读命名常量。	const 声明	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	变量的名称被称为{{c1::标识符}}。	标识符 (Identifiers)	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	JavaScript 标识符通常以字母、下划线 (_ ) 或{{c1::美元符号 ($)}} 开头。	起始字符	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	JavaScript 标识符的后续字符可以是数字 {{c1::0 – 9}}。	后续字符	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	你可以使用{{c1::解构}} (destructuring) 语法来声明变量并解包值。	解构语法	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	在{{c1::严格模式}} (strict mode) 下，给未声明的变量赋值会抛错。	未声明变量错误	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	在 let x = 42 中，let x 部分被称为{{c1::声明}} (declaration)。	声明定义	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	在 let x = 42 中，= 42 部分被称为{{c1::初始化器}} (initializer)。	初始化器定义	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	如果 var 或 let 声明没有初始化器，则会被分配值 {{c1::undefined}}。	默认值	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	const 声明{{c1::总是}}需要初始化器。	const 限制	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	JavaScript 变量所属的作用域包括：全局作用域、模块作用域和{{c1::函数}}作用域。	基本作用域	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	使用 let 或 const 声明的变量还可以属于{{c1::块}}作用域。	块作用域 (Block scope)	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	由一对花括号 {} 创建的作用域被称为{{c1::块}}作用域。	块定义	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	在函数之外声明的变量被称为{{c1::全局}}变量。	全局变量 (Global variables)	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	在函数内声明的变量被称为{{c1::局部}}变量。	局部变量 (Local variables)	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	使用 {{c1::var}} 创建的变量不具备块作用域。	var 作用域限制	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	var 声明的变量会被{{c1::提升}} (hoisted)，即可以在声明之前引用。	变量提升 (Hoisting)	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	如果提前访问 var 提升的变量，其值总是 {{c1::undefined}}。	提升值	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	变量提升只会提升声明和默认初始化，{{c1::不会}}提升值的赋值。	提升内容限制	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	由于提升，最佳实践是将函数内的 var 语句放在尽可能的{{c1::顶部}}。	提升最佳实践	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	在块内声明之前引用 let 变量会导致 {{c1::ReferenceError}}。	let 引用错误	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	从块开始到声明被处理之间的区域被称为{{c1::暂时性死区}} (TDZ)。	暂时性死区 (Temporal dead zone)	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	与 var 声明不同，{{c1::函数}}声明会被整体提升。	函数提升	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	全局变量实际上是{{c1::全局对象}}的属性。	全局变量本质	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	在网页中，全局对象是 {{c1::window}}。	浏览器全局对象	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	{{c1::globalThis}} 变量可用于在所有环境中读写全局变量。	标准全局引用	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	你可以通过指定窗口名称，从一个 iframe 访问另一个窗口的{{c1::全局变量}}。	跨窗口访问	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	常量不能通过赋值改变值，也不能在脚本运行时{{c1::重新声明}}。	const 限制	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	常量不能与同一作用域内的函数或变量{{c1::同名}}。	命名冲突	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	const 仅防止重新赋值，但{{c1::不防止}}突变 (mutations)，例如修改对象属性。	const 突变	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	最新的 ECMAScript 标准定义了 {{c1::8}} 种数据类型。	数据类型数量	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	JavaScript 中有 {{c1::7}} 种基本 (primitive) 数据类型。	基本类型数量	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	{{c1::null}} 是表示空值的特殊关键字。	null 定义	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	{{c1::undefined}} 是一个顶级属性，其值为“未定义”。	undefined 定义	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	{{c1::BigInt}} 是具有任意精度的整数。	BigInt 定义	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	{{c1::Symbol}} 的实例是唯一且不可变的。	Symbol 特性	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	除了基本类型外，另一种核心数据类型是 {{c1::Object}}（对象）。	非基本类型	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	JavaScript 是一种{{c1::动态}}类型语言，不需要在声明时指定变量类型。	动态类型 (Dynamic typing)	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	在包含数字和字符串的表达式中，{{c1::+}} 运算符会将数字转换为字符串。	加法运算符转换	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	使用 {{c1::-}} 运算符时，JavaScript 会尝试将字符串转换为数字，而不是反向转换。	减法转换	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	{{c1::parseInt()}} 仅返回整数。	parseInt 功能	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	parseInt() 的最佳实践是始终包含 {{c1::radix}}（基数）参数。	基数参数	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	一元加号 {{c1::+}} 运算符也可以用于将字符串隐式转换为数字。	一元加号转换	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	{{c1::字面量}} (Literals) 是你在脚本中直接提供的固定值。	字面量定义	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	数组字面量是由 {{c1::方括号}} ([]) 包裹的表达式列表。	数组字面量	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	每次评估（执行）数组字面量时，都会创建一个新的数组{{c1::对象}}。	数组创建	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	如果在数组字面量中连续使用两个逗号，数组会留下一个{{c1::空位}} (empty slot)。	数组空位	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	在数组遍历方法（如 map）中，空位会被{{c1::跳过}}。	空位处理	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	通过索引访问数组空位会返回 {{c1::undefined}}。	空位访问	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	数组末尾的{{c1::尾后逗号}} (trailing comma) 会被忽略。	尾后逗号	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	尾后逗号有助于保持 {{c1::git diff}} 的整洁。	尾后逗号优点	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	布尔类型有两个字面值：{{c1::true}} 和 false。	布尔字面量	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	不要混淆原始布尔值与布尔{{c1::对象}}。	布尔区别	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	十进制整数序列不能以 {{c1::0}} 开头。	十进制限制	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	以 {{c1::0o}} 开头的整数表示八进制 (octal)。	八进制前缀	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	以 {{c1::0x}} 开头的整数表示十六进制 (hexadecimal)。	十六进制前缀	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	以 {{c1::0b}} 开头的整数表示二进制 (binary)。	二进制前缀	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	整数后的 {{c1::n}} 后缀表示 BigInt 字面量。	BigInt 字面量	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	浮点数字面量必须包含至少一个数字，且包含小数点或 {{c1::e (或 E)}}。	浮点数要求	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	不要在语句开头使用{{c1::对象}}字面量，因为 { 会被解释为块的开始。	对象字面量警告	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	如果对象属性名不是有效的标识符，则必须用{{c1::引号}}括起来。	属性名引用	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	非有效标识符的属性名必须使用{{c1::方括号}} ([]) 访问。	属性访问	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	正则表达式 (RegExp) 字面量是包裹在{{c1::斜杠}} (/) 之间的模式。	正则字面量	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	字符串字面量可以使用单引号或双引号，但前后必须{{c1::一致}}。	字符串引用	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	JavaScript 会自动将字符串字面量转换为临时字符串{{c1::对象}}以调用其方法。	字符串转换	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	模板字面量使用{{c1::反引号}} (`) 包裹。	模板字面量包裹	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	模板字面量支持{{c1::多行}}字符串。	模板字面量特性	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	模板字面量支持使用 {{c1::${}}} 进行字符串插值。	字符串插值	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
Cloze	Inbox::CSSC::02dev::javascript	{{c1::标签模板}} (Tagged templates) 是调用函数处理模板字面量的精简语法。	标签模板	"#CSSC::#Topic::Javascript::01-guide::02-GrammarAndTypes"
