#separator:tab
#html:false
#notetype column:1
#deck column:2
#tags column:7

Type	Deck	Text_zh-Cn	BackExtra_zh-Cn	Tags
Cloze	Inbox::CSSC::HTML	{{c1::<picture>}} 标签作为容器，允许为不同的设备提供多个图像资源。	多个图像源。	"#CSSC::#Topic::HTML::99-Cheatsheet::ch02::01_HTML5_Semantic"
Cloze	Inbox::CSSC::HTML	{{c1::<progress>}} 标签用于显示任务的完成进度。	Completion progress.	"#CSSC::#Topic::HTML::99-Cheatsheet::ch02::01_HTML5_Semantic"
Cloze	Inbox::CSSC::HTML	在 `<ruby>` 注释中，{{c1::<rt>}} 标签用于定义字符的读音。	注音内容。	"#CSSC::#Topic::HTML::99-Cheatsheet::ch02::01_HTML5_Semantic"
Cloze	Inbox::CSSC::HTML	{{c1::<ruby>}} 标签用于表示东亚文字的注音符号。	Ruby annotation.	"#CSSC::#Topic::HTML::99-Cheatsheet::ch02::01_HTML5_Semantic"
Cloze	Inbox::CSSC::HTML	{{c1::<section>}} 标签定义了文档中的一个节或组。	A group in a series.	"#CSSC::#Topic::HTML::99-Cheatsheet::ch02::01_HTML5_Semantic"
Cloze	Inbox::CSSC::HTML	{{c1::<source>}} 标签为媒体元素（如 `<video>` 或 `<audio>`）指定资源。	Media resources.	"#CSSC::#Topic::HTML::99-Cheatsheet::ch02::01_HTML5_Semantic"
Cloze	Inbox::CSSC::HTML	{{c1::<template>}} 标签用于定义在页面加载时不显示的 HTML 代码片段。	用于 JavaScript 克隆。	"#CSSC::#Topic::HTML::99-Cheatsheet::ch02::01_HTML5_Semantic"
Cloze	Inbox::CSSC::HTML	{{c1::<time>}} 标签用于表示特定的时间或日期。	机器可读的时间。	"#CSSC::#Topic::HTML::99-Cheatsheet::ch02::01_HTML5_Semantic"
Cloze	Inbox::CSSC::HTML	{{c1::<track>}} 标签为媒体元素（`<video>` 或 `<audio>`）定义文本轨道（如字幕）。	Text tracks.	"#CSSC::#Topic::HTML::99-Cheatsheet::ch02::01_HTML5_Semantic"
Cloze	Inbox::CSSC::HTML	{{c1::<video>}} 标签用于在网页中嵌入视频内容。	Video element.	"#CSSC::#Topic::HTML::99-Cheatsheet::ch02::01_HTML5_Semantic"
Cloze	Inbox::CSSC::HTML	{{c1::<wbr>}} 标签表示浏览器可以在此处进行换行（如果有必要）。	Word Break Opportunity.	"#CSSC::#Topic::HTML::99-Cheatsheet::ch02::01_HTML5_Semantic"
Cloze	Inbox::CSSC::HTML	HTML 表格由 {{c1::<table>}} 标签定义。	Defines a table.	"#CSSC::#Topic::HTML::99-Cheatsheet::ch03::01_Tables"
Cloze	Inbox::CSSC::HTML	在表格中，用于定义表头单元格的标签是 {{c1::<th>}}。	默认加粗居中。	"#CSSC::#Topic::HTML::99-Cheatsheet::ch03::01_Tables"
Cloze	Inbox::CSSC::HTML	在表格中，用于定义一行的标签是 {{c1::<tr>}}。	Table Row.	"#CSSC::#Topic::HTML::99-Cheatsheet::ch03::01_Tables"
Cloze	Inbox::CSSC::HTML	在表格中，用于定义标准单元格数据的是 {{c1::<td>}}。	Table Data.	"#CSSC::#Topic::HTML::99-Cheatsheet::ch03::01_Tables"
Cloze	Inbox::CSSC::HTML	{{c1::<caption>}} 标签用于为整个表格定义标题。	Table caption.	"#CSSC::#Topic::HTML::99-Cheatsheet::ch03::01_Tables"
Cloze	Inbox::CSSC::HTML	{{c1::<colgroup>}} 标签用于对表格中的列进行组合以便进行格式化。	Column group.	"#CSSC::#Topic::HTML::99-Cheatsheet::ch03::01_Tables"
Cloze	Inbox::CSSC::HTML	{{c1::<thead>}} 标签用于组合表格中的表头内容。	Header content group.	"#CSSC::#Topic::HTML::99-Cheatsheet::ch03::01_Tables"
Cloze	Inbox::CSSC::HTML	{{c1::<tbody>}} 标签用于组合表格中的主体内容。	Body content group.	"#CSSC::#Topic::HTML::99-Cheatsheet::ch03::01_Tables"
Cloze	Inbox::CSSC::HTML	{{c1::<tfoot>}} 标签用于组合表格中的页脚内容。	Footer content group.	"#CSSC::#Topic::HTML::99-Cheatsheet::ch03::01_Tables"
Cloze	Inbox::CSSC::HTML	在 `<td>` 或 `<th>` 中，{{c1::colspan}} 属性规定单元格可横跨的列数。	跨列。	"#CSSC::#Topic::HTML::99-Cheatsheet::ch03::02_Table_Attributes"
Cloze	Inbox::CSSC::HTML	在 `<td>` 或 `<th>` 中，{{c1::rowspan}} 属性规定单元格可纵跨的行数。	跨行。	"#CSSC::#Topic::HTML::99-Cheatsheet::ch03::02_Table_Attributes"
Cloze	Inbox::CSSC::HTML	在 `<th>` 标签中，{{c1::scope}} 属性用于指定表头单元格是列、行、列组还是行组的表头。	表头范围。	"#CSSC::#Topic::HTML::99-Cheatsheet::ch03::02_Table_Attributes"
Cloze	Inbox::CSSC::HTML	无序列表使用 {{c1::<ul>}} 标签定义。	Unordered List.	"#CSSC::#Topic::HTML::99-Cheatsheet::ch04::01_Lists"
Cloze	Inbox::CSSC::HTML	有序列表使用 {{c1::<ol>}} 标签定义。	Ordered List.	"#CSSC::#Topic::HTML::99-Cheatsheet::ch04::01_Lists"
Cloze	Inbox::CSSC::HTML	列表项使用 {{c1::<li>}} 标签定义。	List Item.	"#CSSC::#Topic::HTML::99-Cheatsheet::ch04::01_Lists"
Cloze	Inbox::CSSC::HTML	定义列表（描述列表）使用 {{c1::<dl>}} 标签。	Description List.	"#CSSC::#Topic::HTML::99-Cheatsheet::ch04::01_Lists"
Cloze	Inbox::CSSC::HTML	在定义列表中，{{c1::<dt>}} 用于定义术语（项目名）。	Description Term.	"#CSSC::#Topic::HTML::99-Cheatsheet::ch04::01_Lists"
Cloze	Inbox::CSSC::HTML	在定义列表中，{{c1::<dd>}} 用于定义对术语的描述。	Description Data.	"#CSSC::#Topic::HTML::99-Cheatsheet::ch04::01_Lists"
Cloze	Inbox::CSSC::HTML	用于收集并向外部源发送信息的 HTML 容器是 {{c1::<form>}}。	表单。	"#CSSC::#Topic::HTML::99-Cheatsheet::ch05::01_Forms"
Cloze	Inbox::CSSC::HTML	表单中的 {{c1::action}} 属性指定了处理表单数据的脚本 URL。	提交地址。	"#CSSC::#Topic::HTML::99-Cheatsheet::ch05::01_Forms"
Cloze	Inbox::CSSC::HTML	表单中的 {{c1::method}} 属性指定提交表单时使用的 HTTP 方法（GET 或 POST）。	HTTP 方法。	"#CSSC::#Topic::HTML::99-Cheatsheet::ch05::01_Forms"
Cloze	Inbox::CSSC::HTML	用于为 `<input>` 元素定义标注的标签是 {{c1::<label>}}。	标签。	"#CSSC::#Topic::HTML::99-Cheatsheet::ch05::01_Forms"
Cloze	Inbox::CSSC::HTML	标签的 {{c1::for}} 属性应引用对应输入框的 `id` 属性。	关联 ID。	"#CSSC::#Topic::HTML::99-Cheatsheet::ch05::01_Forms"
Cloze	Inbox::CSSC::HTML	用于创建多行文本输入控件的标签是 {{c1::<textarea>}}。	多行文本框。	"#CSSC::#Topic::HTML::99-Cheatsheet::ch05::01_Forms"
Cloze	Inbox::CSSC::HTML	用于创建下拉列表选项的标签是 {{c1::<select>}}。	下拉选择框。	"#CSSC::#Topic::HTML::99-Cheatsheet::ch05::01_Forms"
Cloze	Inbox::CSSC::HTML	{{c1::<fieldset>}} 标签用于对表单中的相关元素进行分组。	表单字段组。	"#CSSC::#Topic::HTML::99-Cheatsheet::ch05::01_Forms"
Cloze	Inbox::CSSC::HTML	在 `<input>` 中，{{c1::type}} 属性决定了输入字段的类型。	输入类型。	"#CSSC::#Topic::HTML::99-Cheatsheet::ch05::02_Input_Types"
Cloze	Inbox::CSSC::HTML	"创建复选框的类型是 `type=""{{c1::checkbox}}""`。"	允许多选。	"#CSSC::#Topic::HTML::99-Cheatsheet::ch05::02_Input_Types"
Cloze	Inbox::CSSC::HTML	"创建单选按钮的类型是 `type=""{{c1::radio}}""`。"	仅选其一。	"#CSSC::#Topic::HTML::99-Cheatsheet::ch05::02_Input_Types"
Cloze	Inbox::CSSC::HTML	"创建文件上传控件的类型是 `type=""{{c1::file}}""`。"	文件选择。	"#CSSC::#Topic::HTML::99-Cheatsheet::ch05::02_Input_Types"
Cloze	Inbox::CSSC::HTML	"创建隐藏输入字段的类型是 `type=""{{c1::hidden}}""`。"	用户不可见。	"#CSSC::#Topic::HTML::99-Cheatsheet::ch05::02_Input_Types"
Cloze	Inbox::CSSC::HTML	"创建密码输入框（字符会被掩盖）的类型是 `type=""{{c1::password}}""`。"	密码框。	"#CSSC::#Topic::HTML::99-Cheatsheet::ch05::02_Input_Types"
Cloze	Inbox::CSSC::HTML	"创建普通按钮的类型是 `type=""{{c1::button}}""`。"	交互按钮。	"#CSSC::#Topic::HTML::99-Cheatsheet::ch05::02_Input_Types"
Cloze	Inbox::CSSC::HTML	"创建提交按钮将表单数据发往服务器的类型是 `type=""{{c1::submit}}""`。"	提交按钮。	"#CSSC::#Topic::HTML::99-Cheatsheet::ch05::02_Input_Types"
Cloze	Inbox::CSSC::HTML	"创建重置按钮将所有表单字段恢复默认值的类型是 `type=""{{c1::reset}}""`。"	重置按钮。	"#CSSC::#Topic::HTML::99-Cheatsheet::ch05::02_Input_Types"
Cloze	Inbox::CSSC::HTML	"HTML5 中创建颜色选择器的类型是 `type=""{{c1::color}}""`。"	颜色选择。	"#CSSC::#Topic::HTML::99-Cheatsheet::ch05::02_Input_Types"
Cloze	Inbox::CSSC::HTML	"HTML5 中用于输入日期的类型是 `type=""{{c1::date}}""`。"	日期选择。	"#CSSC::#Topic::HTML::99-Cheatsheet::ch05::02_Input_Types"
Cloze	Inbox::CSSC::HTML	"HTML5 中用于输入时间的类型是 `type=""{{c1::time}}""`。"	时间选择。	"#CSSC::#Topic::HTML::99-Cheatsheet::ch05::02_Input_Types"
Cloze	Inbox::CSSC::HTML	"HTML5 中用于输入电子邮件地址的类型是 `type=""{{c1::email}}""`。"	邮箱校验。	"#CSSC::#Topic::HTML::99-Cheatsheet::ch05::02_Input_Types"
Cloze	Inbox::CSSC::HTML	"HTML5 中用于输入电话号码的类型是 `type=""{{c1::tel}}""`。"	电话输入。	"#CSSC::#Topic::HTML::99-Cheatsheet::ch05::02_Input_Types"
Cloze	Inbox::CSSC::HTML	"HTML5 中用于输入 URL 的类型是 `type=""{{c1::url}}""`。"	URL 校验。	"#CSSC::#Topic::HTML::99-Cheatsheet::ch05::02_Input_Types"
Cloze	Inbox::CSSC::HTML	"HTML5 中用于输入数值的类型是 `type=""{{c1::number}}""`。"	数值输入。	"#CSSC::#Topic::HTML::99-Cheatsheet::ch05::02_Input_Types"
Cloze	Inbox::CSSC::HTML	"HTML5 中用于搜索查询的输入框类型是 `type=""{{c1::search}}""`。"	搜索框。	"#CSSC::#Topic::HTML::99-Cheatsheet::ch05::02_Input_Types"
Cloze	Inbox::CSSC::HTML	"HTML5 中用于数值滑块范围选择的类型是 `type=""{{c1::range}}""`。"	范围滑块。	"#CSSC::#Topic::HTML::99-Cheatsheet::ch05::02_Input_Types"
Cloze	Inbox::CSSC::HTML	`<input>` 的 {{c1::value}} 属性定义了输入字段的默认值。	初始值。	"#CSSC::#Topic::HTML::99-Cheatsheet::ch05::03_Input_Attributes"
Cloze	Inbox::CSSC::HTML	用于在 HTTP 请求中标识数据名的 `<input>` 属性是 {{c1::name}}。	后台接收数据的键名。	"#CSSC::#Topic::HTML::99-Cheatsheet::ch05::03_Input_Attributes"
Cloze	Inbox::CSSC::HTML	若要防止用户修改输入框内容，应添加 {{c1::readonly}} 属性。	只读属性。	"#CSSC::#Topic::HTML::99-Cheatsheet::ch05::03_Input_Attributes"
Cloze	Inbox::CSSC::HTML	若要完全禁用与输入框的交互，应添加 {{c1::disabled}} 属性。	禁用属性。	"#CSSC::#Topic::HTML::99-Cheatsheet::ch05::03_Input_Attributes"
Cloze	Inbox::CSSC::HTML	对于单选或复选框，{{c1::checked}} 属性定义了初始选中状态。	默认选中。	"#CSSC::#Topic::HTML::99-Cheatsheet::ch05::03_Input_Attributes"
Cloze	Inbox::CSSC::HTML	{{c1::required}} 属性规定在提交表单前必须填写该输入字段。	必填项。	"#CSSC::#Topic::HTML::99-Cheatsheet::ch05::03_Input_Attributes"
Cloze	Inbox::CSSC::HTML	用于在输入框中显示临时提示文本的属性是 {{c1::placeholder}}。	占位符。	"#CSSC::#Topic::HTML::99-Cheatsheet::ch05::03_Input_Attributes"
Cloze	Inbox::CSSC::HTML	{{c1::autofocus}} 属性规定页面加载时输入字段应自动获得焦点。	自动聚焦。	"#CSSC::#Topic::HTML::99-Cheatsheet::ch05::03_Input_Attributes"
Cloze	Inbox::CSSC::HTML	`<input>` 的 {{c1::maxlength}} 属性限制了允许输入的最大字符数。	最大长度。	"#CSSC::#Topic::HTML::99-Cheatsheet::ch05::03_Input_Attributes"
Cloze	Inbox::CSSC::HTML	在数值或范围输入中，{{c1::step}} 属性定义了数字递增的步长。	步长。	"#CSSC::#Topic::HTML::99-Cheatsheet::ch05::03_Input_Attributes"
Cloze	Inbox::CSSC::HTML	{{c1::pattern}} 属性用于指定输入字段值必须匹配的正则表达式。	正则校验。	"#CSSC::#Topic::HTML::99-Cheatsheet::ch05::03_Input_Attributes"
Cloze	Inbox::CSSC::HTML	{{c1::multiple}} 属性允许用户在文件或邮件输入中输入多个值。	多选值。	"#CSSC::#Topic::HTML::99-Cheatsheet::ch05::03_Input_Attributes"
Cloze	Inbox::CSSC::HTML	在文件上传中，{{c1::accept}} 属性指定了期望接收的文件类型。	文件类型限制。	"#CSSC::#Topic::HTML::99-Cheatsheet::ch05::03_Input_Attributes"
Cloze	Inbox::CSSC::HTML	CSS 选择器 {{c1::input:focus}} 用于选中当前获得焦点的输入框。	聚焦状态样式。	"#CSSC::#Topic::HTML::99-Cheatsheet::ch05::04_Input_CSS"
Cloze	Inbox::CSSC::HTML	{{c1::<meta>}} 标签用于描述 HTML 文档的元数据（描述数据）。	元信息标签。	"#CSSC::#Topic::HTML::99-Cheatsheet::ch06::01_Meta_Tags"
Cloze	Inbox::CSSC::HTML	Facebook 等平台使用的元数据协议称为 {{c1::Open Graph}}。	社交分享元数据。	"#CSSC::#Topic::HTML::99-Cheatsheet::ch06::01_Meta_Tags"
Cloze	Inbox::CSSC::HTML	用于向网页添加位置信息的元数据技术是 {{c1::Geotagging}}。	地理标记。	"#CSSC::#Topic::HTML::99-Cheatsheet::ch06::01_Meta_Tags"
Cloze	Inbox::CSSC::HTML	用于包含外部脚本文件（如 JavaScript）的标签是 {{c1::<script>}}。	脚本加载。	"#CSSC::#Topic::HTML::99-Cheatsheet::ch01::06_Assets"
Cloze	Inbox::CSSC::HTML	用于链接外部样式表（CSS）的标签是 {{c1::<link>}}。	通常放在 head 中。	"#CSSC::#Topic::HTML::99-Cheatsheet::ch01::06_Assets"
Cloze	Inbox::CSSC::HTML	在 HTML 表格中，{{c1::<thead>}} 必须出现在 `<tbody>` 和 `<tfoot>` 之前。	表格头部。	"#CSSC::#Topic::HTML::99-Cheatsheet::ch03::01_Tables"
Cloze	Inbox::CSSC::HTML	HTML5 标签 {{c1::<bdi>}} 用于处理与其周围文本方向不同的文本。	双向隔离。	"#CSSC::#Topic::HTML::99-Cheatsheet::ch02::01_HTML5_Semantic"
Cloze	Inbox::CSSC::HTML	`<audio>` 标签的 {{c1::controls}} 属性用于显示播放/暂停等播放控件。	显示控件。	"#CSSC::#Topic::HTML::99-Cheatsheet::ch02::02_Media"
Cloze	Inbox::CSSC::HTML	HTML5 标签 {{c1::<rp>}} 为不支持 ruby 注释的浏览器提供回退括号。	回退括号。	"#CSSC::#Topic::HTML::99-Cheatsheet::ch02::01_HTML5_Semantic"
Cloze	Inbox::CSSC::HTML	"在 `<input type=""number"">` 中，{{c1::min}} 属性定义了允许的最小值。"	最小值。	"#CSSC::#Topic::HTML::99-Cheatsheet::ch05::03_Input_Attributes"
Cloze	Inbox::CSSC::HTML	"在 `<input type=""number"">` 中，{{c1::max}} 属性定义了允许的最大值。"	最大值。	"#CSSC::#Topic::HTML::99-Cheatsheet::ch05::03_Input_Attributes"
